neo4j_id,type
6103,Protein
6104,Protein
6105,Protein
6106,Protein
6107,Protein
6108,Protein
6109,Protein
6110,Protein
6111,Protein
6112,Protein
6113,Protein
6114,Protein
6115,Protein
6116,Protein
6117,Protein
6118,Protein
6119,Protein
6120,Protein
6121,Protein
6122,Protein
6123,Protein
6124,Protein
6125,Protein
6126,Protein
6127,Protein
6128,Protein
6129,Protein
6130,Protein
6131,Protein
6132,Protein
6133,Protein
6134,Protein
6135,Protein
6136,Protein
6137,Protein
6138,Protein
6139,Protein
6140,Protein
6141,Protein
6142,Protein
6143,Protein
6144,Protein
6145,Protein
6146,Protein
6147,Protein
6148,Protein
6149,Protein
6150,Protein
6151,Protein
6152,Protein
6153,Protein
6154,Protein
6155,Protein
6156,Protein
6157,Protein
6158,Protein
6159,Protein
6160,Protein
6161,Protein
6162,Protein
6163,Protein
6164,Protein
6165,Protein
6166,Protein
6167,Protein
6168,Protein
6169,Protein
6170,Protein
6171,Protein
6172,Protein
6173,Protein
6174,Protein
6175,Protein
6176,Protein
6177,Protein
6178,Protein
6179,Protein
6180,Protein
6181,Protein
6182,Protein
6183,Protein
6184,Protein
6185,Protein
6186,Protein
6187,Protein
6188,Protein
6189,Protein
6190,Protein
6191,Protein
6192,Protein
6193,Protein
6194,Protein
6195,Protein
6196,Protein
6197,Protein
6198,Protein
6199,Protein
6200,Protein
6201,Protein
6202,Protein
6203,Protein
6204,Protein
6205,Protein
6206,Protein
6207,Protein
6208,Protein
6209,Protein
6210,Protein
6211,Protein
6212,Protein
6213,Protein
6214,Protein
6215,Protein
6216,Protein
6217,Protein
6218,Protein
6219,Protein
6220,Protein
6221,Protein
6222,Protein
6223,Protein
6224,Protein
6225,Protein
6226,Protein
6227,Protein
6228,Protein
6229,Protein
6230,Protein
6231,Protein
6232,Protein
6233,Protein
6234,Protein
6235,Protein
6236,Protein
6237,Protein
6238,Protein
6239,Protein
6240,Protein
6241,Protein
6242,Protein
6243,Protein
6244,Protein
6245,Protein
6246,Protein
6247,Protein
6248,Protein
6249,Protein
6250,Protein
6251,Protein
6252,Protein
6253,Protein
6254,Protein
6255,Protein
6256,Protein
6257,Protein
6258,Protein
6259,Protein
6260,Protein
6261,Protein
6262,Protein
6263,Protein
6264,Protein
6265,Protein
6266,Protein
6267,Protein
6268,Protein
6269,Protein
6270,Protein
6271,Protein
6272,Protein
6273,Protein
6274,Protein
6275,Protein
6276,Protein
6277,Protein
6278,Protein
6279,Protein
6280,Protein
6281,Protein
6282,Protein
6283,Protein
6284,Protein
6285,Protein
6286,Protein
6287,Protein
6288,Protein
6289,Protein
6290,Protein
6291,Protein
6292,Protein
6293,Protein
6294,Protein
6295,Protein
6296,Protein
6297,Protein
6298,Protein
6299,Protein
6300,Protein
6301,Protein
6302,Protein
6303,Protein
6304,Protein
6305,Protein
6306,Protein
6307,Protein
6308,Protein
6309,Protein
6310,Protein
6311,Protein
6312,Protein
6313,Protein
6314,Protein
6315,Protein
6316,Protein
6317,Protein
6318,Protein
6319,Protein
6320,Protein
6321,Protein
6322,Protein
6323,Protein
6324,Protein
6325,Protein
6326,Protein
6327,Protein
6328,Protein
6329,Protein
6330,Protein
6331,Protein
6332,Protein
6333,Protein
6334,Protein
6335,Protein
6336,Protein
6337,Protein
6338,Protein
6339,Protein
6340,Protein
6341,Protein
6342,Protein
6343,Protein
6344,Protein
6345,Protein
6346,Protein
6347,Protein
6348,Protein
6349,Protein
6350,Protein
6351,Protein
6352,Protein
6353,Protein
6354,Protein
6355,Protein
6356,Protein
6357,Protein
6358,Protein
6359,Protein
6360,Protein
6361,Protein
6362,Protein
6363,Protein
6364,Protein
6365,Protein
6366,Protein
6367,Protein
6368,Protein
6369,Protein
6370,Protein
6371,Protein
6372,Protein
6373,Protein
6374,Protein
6375,Protein
6376,Protein
6377,Protein
6378,Protein
6379,Protein
6380,Protein
6381,Protein
6382,Protein
6383,Protein
6384,Protein
6385,Protein
6386,Protein
6387,Protein
6388,Protein
6389,Protein
6390,Protein
6391,Protein
6392,Protein
6393,Protein
6394,Protein
6395,Protein
6396,Protein
6397,Protein
6398,Protein
6399,Protein
6400,Protein
6401,Protein
6402,Protein
6403,Protein
6404,Protein
6405,Protein
6406,Protein
6407,Protein
6408,Protein
6409,Protein
6410,Protein
6411,Protein
6412,Protein
6413,Protein
6414,Protein
6415,Protein
6416,Protein
6417,Protein
6418,Protein
6419,Protein
6420,Protein
6421,Protein
6422,Protein
6423,Protein
6424,Protein
6425,Protein
6426,Protein
6427,Protein
6428,Protein
6429,Protein
6430,Protein
6431,Protein
6432,Protein
6433,Protein
6434,Protein
6435,Protein
6436,Protein
6437,Protein
6438,Protein
6439,Protein
6440,Protein
6441,Protein
6442,Protein
6443,Protein
6444,Protein
6445,Protein
6446,Protein
6447,Protein
6448,Protein
6449,Protein
6450,Protein
6451,Protein
6452,Protein
6453,Protein
6454,Protein
6455,Protein
6456,Protein
6457,Protein
6458,Protein
6459,Protein
6460,Protein
6461,Protein
6462,Protein
6463,Protein
6464,Protein
6465,Protein
6466,Protein
6467,Protein
6468,Protein
6469,Protein
6470,Protein
6471,Protein
6472,Protein
6473,Protein
6474,Protein
6475,Protein
6476,Protein
6477,Protein
6478,Protein
6479,Protein
6480,Protein
6481,Protein
6482,Protein
6483,Protein
6484,Protein
6485,Protein
6486,Protein
6487,Protein
6488,Protein
6489,Protein
6490,Protein
6491,Protein
6492,Protein
6493,Protein
6494,Protein
6495,Protein
6496,Protein
6497,Protein
6498,Protein
6499,Protein
6500,Protein
6501,Protein
6502,Protein
6503,Protein
6504,Protein
6505,Protein
6506,Protein
6507,Protein
6508,Protein
6509,Protein
6510,Protein
6511,Protein
6512,Protein
6513,Protein
6514,Protein
6515,Protein
6516,Protein
6517,Protein
6518,Protein
6519,Protein
6520,Protein
6521,Protein
6522,Protein
6523,Protein
6524,Protein
6525,Protein
6526,Protein
6527,Protein
6528,Protein
6529,Protein
6530,Protein
6531,Protein
6532,Protein
6533,Protein
6534,Protein
6535,Protein
6536,Protein
6537,Protein
6538,Protein
6539,Protein
6540,Protein
6541,Protein
6542,Protein
6543,Protein
6544,Protein
6545,Protein
6546,Protein
6547,Protein
6548,Protein
6549,Protein
6550,Protein
6551,Protein
6552,Protein
6553,Protein
6554,Protein
6555,Protein
6556,Protein
6557,Protein
6558,Protein
6559,Protein
6560,Protein
6561,Protein
6562,Protein
6563,Protein
6564,Protein
6565,Protein
6566,Protein
6567,Protein
6568,Protein
6569,Protein
6570,Protein
6571,Protein
6572,Protein
6573,Protein
6574,Protein
6575,Protein
6576,Protein
6577,Protein
6578,Protein
6579,Protein
6580,Protein
6581,Protein
6582,Protein
6583,Protein
6584,Protein
6585,Protein
6586,Protein
6587,Protein
6588,Protein
6589,Protein
6590,Protein
6591,Protein
6592,Protein
6593,Protein
6594,Protein
6595,Protein
6596,Protein
6597,Protein
6598,Protein
6599,Protein
6600,Protein
6601,Protein
6602,Protein
6603,Protein
6604,Protein
6605,Protein
6606,Protein
6607,Protein
6608,Protein
6609,Protein
6610,Protein
6611,Protein
6612,Protein
6613,Protein
6614,Protein
6615,Protein
6616,Protein
6617,Protein
6618,Protein
6619,Protein
6620,Protein
6621,Protein
6622,Protein
6623,Protein
6624,Protein
6625,Protein
6626,Protein
6627,Protein
6628,Protein
6629,Protein
6630,Protein
6631,Protein
6632,Protein
6633,Protein
6634,Protein
6635,Protein
6636,Protein
6637,Protein
6638,Protein
6639,Protein
6640,Protein
6641,Protein
6642,Protein
6643,Protein
6644,Protein
6645,Protein
6646,Protein
6647,Protein
6648,Protein
6649,Protein
6650,Protein
6651,Protein
6652,Protein
6653,Protein
6654,Protein
6655,Protein
6656,Protein
6657,Protein
6658,Protein
6659,Protein
6660,Protein
6661,Protein
6662,Protein
6663,Protein
6664,Protein
6665,Protein
6666,Protein
6667,Protein
6668,Protein
6669,Protein
6670,Protein
6671,Protein
6672,Protein
6673,Protein
6674,Protein
6675,Protein
6676,Protein
6677,Protein
6678,Protein
6679,Protein
6680,Protein
6681,Protein
6682,Protein
6683,Protein
6684,Protein
6685,Protein
6686,Protein
6687,Protein
6688,Protein
6689,Protein
6690,Protein
6691,Protein
6692,Protein
6693,Protein
6694,Protein
6695,Protein
6696,Protein
6697,Protein
6698,Protein
6699,Protein
6700,Protein
6701,Protein
6702,Protein
6703,Protein
6704,Protein
6705,Protein
6706,Protein
6707,Protein
6708,Protein
6709,Protein
6710,Protein
6711,Protein
6712,Protein
6713,Protein
6714,Protein
6715,Protein
6716,Protein
6717,Protein
6718,Protein
6719,Protein
6720,Protein
6721,Protein
6722,Protein
6723,Protein
6724,Protein
6725,Protein
6726,Protein
6727,Protein
6728,Protein
6729,Protein
6730,Protein
6731,Protein
6732,Protein
6733,Protein
6734,Protein
6735,Protein
6736,Protein
6737,Protein
6738,Protein
6739,Protein
6740,Protein
6741,Protein
6742,Protein
6743,Protein
6744,Protein
6745,Protein
6746,Protein
6747,Protein
6748,Protein
6749,Protein
6750,Protein
6751,Protein
6752,Protein
6753,Protein
6754,Protein
6755,Protein
6756,Protein
6757,Protein
6758,Protein
6759,Protein
6760,Protein
6761,Protein
6762,Protein
6763,Protein
6764,Protein
6765,Protein
6766,Protein
6767,Protein
6768,Protein
6769,Protein
6770,Protein
6771,Protein
6772,Protein
6773,Protein
6774,Protein
6775,Protein
6776,Protein
6777,Protein
6778,Protein
6779,Protein
6780,Protein
6781,Protein
6782,Protein
6783,Protein
6784,Protein
6785,Protein
6786,Protein
6787,Protein
6788,Protein
6789,Protein
6790,Protein
6791,Protein
6792,Protein
6793,Protein
6794,Protein
6795,Protein
6796,Protein
6797,Protein
6798,Protein
6799,Protein
6800,Protein
6801,Protein
6802,Protein
6803,Protein
6804,Protein
6805,Protein
6806,Protein
6807,Protein
6808,Protein
6809,Protein
6810,Protein
6811,Protein
6812,Protein
6813,Protein
6814,Protein
6815,Protein
6816,Protein
6817,Protein
6818,Protein
6819,Protein
6820,Protein
6821,Protein
6822,Protein
6823,Protein
6824,Protein
6825,Protein
6826,Protein
6827,Protein
6828,Protein
6829,Protein
6830,Protein
6831,Protein
6832,Protein
6833,Protein
6834,Protein
6835,Protein
6836,Protein
6837,Protein
6838,Protein
6839,Protein
6840,Protein
6841,Protein
6842,Protein
6843,Protein
6844,Protein
6845,Protein
6846,Protein
6847,Protein
6848,Protein
6849,Protein
6850,Protein
6851,Protein
6852,Protein
6853,Protein
6854,Protein
6855,Protein
6856,Protein
6857,Protein
6858,Protein
6859,Protein
6860,Protein
6861,Protein
6862,Protein
6863,Protein
6864,Protein
6865,Protein
6866,Protein
6867,Protein
6868,Protein
6869,Protein
6870,Protein
6871,Protein
6872,Protein
6873,Protein
6874,Protein
6875,Protein
6876,Protein
6877,Protein
6878,Protein
6879,Protein
6880,Protein
6881,Protein
6882,Protein
6883,Protein
6884,Protein
6885,Protein
6886,Protein
6887,Protein
6888,Protein
6889,Protein
6890,Protein
6891,Protein
6892,Protein
6893,Protein
6894,Protein
6895,Protein
6896,Protein
6897,Protein
6898,Protein
6899,Protein
6900,Protein
6901,Protein
6902,Protein
6903,Protein
6904,Protein
6905,Protein
6906,Protein
6907,Protein
6908,Protein
6909,Protein
6910,Protein
6911,Protein
6912,Protein
6913,Protein
6914,Protein
6915,Protein
6916,Protein
6917,Protein
6918,Protein
6919,Protein
6920,Protein
6921,Protein
6922,Protein
6923,Protein
6924,Protein
6925,Protein
6926,Protein
6927,Protein
6928,Protein
6929,Protein
6930,Protein
6931,Protein
6932,Protein
6933,Protein
6934,Protein
6935,Protein
6936,Protein
6937,Protein
6938,Protein
6939,Protein
6940,Protein
6941,Protein
6942,Protein
6943,Protein
6944,Protein
6945,Protein
6946,Protein
6947,Protein
6948,Protein
6949,Protein
6950,Protein
6951,Protein
6952,Protein
6953,Protein
6954,Protein
6955,Protein
6956,Protein
6957,Protein
6958,Protein
6959,Protein
6960,Protein
6961,Protein
6962,Protein
6963,Protein
6964,Protein
6965,Protein
6966,Protein
6967,Protein
6968,Protein
6969,Protein
6970,Protein
6971,Protein
6972,Protein
6973,Protein
6974,Protein
6975,Protein
6976,Protein
6977,Protein
6978,Protein
6979,Protein
6980,Protein
6981,Protein
6982,Protein
6983,Protein
6984,Protein
6985,Protein
6986,Protein
6987,Protein
6988,Protein
6989,Protein
6990,Protein
6991,Protein
6992,Protein
6993,Protein
6994,Protein
6995,Protein
6996,Protein
6997,Protein
6998,Protein
6999,Protein
7000,Protein
7001,Protein
7002,Protein
7003,Protein
7004,Protein
7005,Protein
7006,Protein
7007,Protein
7008,Protein
7009,Protein
7010,Protein
7011,Protein
7012,Protein
7013,Protein
7014,Protein
7015,Protein
7016,Protein
7017,Protein
7018,Protein
7019,Protein
7020,Protein
7021,Protein
7022,Protein
7023,Protein
7024,Protein
7025,Protein
7026,Protein
7027,Protein
7028,Protein
7029,Protein
7030,Protein
7031,Protein
7032,Protein
7033,Protein
7034,Protein
7035,Protein
7036,Protein
7037,Protein
7038,Protein
7039,Protein
7040,Protein
7041,Protein
7042,Protein
7043,Protein
7044,Protein
7045,Protein
7046,Protein
7047,Protein
7048,Protein
7049,Protein
7050,Protein
7051,Protein
7052,Protein
7053,Protein
7054,Protein
7055,Protein
7056,Protein
7057,Protein
7058,Protein
7059,Protein
7060,Protein
7061,Protein
7062,Protein
7063,Protein
7064,Protein
7065,Protein
7066,Protein
7067,Protein
7068,Protein
7069,Protein
7070,Protein
7071,Protein
7072,Protein
7073,Protein
7074,Protein
7075,Protein
7076,Protein
7077,Protein
7078,Protein
7079,Protein
7080,Protein
7081,Protein
7082,Protein
7083,Protein
7084,Protein
7085,Protein
7086,Protein
7087,Protein
7088,Protein
7089,Protein
7090,Protein
7091,Protein
7092,Protein
7093,Protein
7094,Protein
7095,Protein
7096,Protein
7097,Protein
7098,Protein
7099,Protein
7100,Protein
7101,Protein
7102,Protein
7103,Protein
7104,Protein
7105,Protein
7106,Protein
7107,Protein
7108,Protein
7109,Protein
7110,Protein
7111,Protein
7112,Protein
7113,Protein
7114,Protein
7115,Protein
7116,Protein
7117,Protein
7118,Protein
7119,Protein
7120,Protein
7121,Protein
7122,Protein
7123,Protein
7124,Protein
7125,Protein
7126,Protein
7127,Protein
7128,Protein
7129,Protein
7130,Protein
7131,Protein
7132,Protein
7133,Protein
7134,Protein
7135,Protein
7136,Protein
7137,Protein
7138,Protein
7139,Protein
7140,Protein
7141,Protein
7142,Protein
7143,Protein
7144,Protein
7145,Protein
7146,Protein
7147,Protein
7148,Protein
7149,Protein
7150,Protein
7151,Protein
7152,Protein
7153,Protein
7154,Protein
7155,Protein
7156,Protein
7157,Protein
7158,Protein
7159,Protein
7160,Protein
7161,Protein
7162,Protein
7163,Protein
7164,Protein
7165,Protein
7166,Protein
7167,Protein
7168,Protein
7169,Protein
7170,Protein
7171,Protein
7172,Protein
7173,Protein
7174,Protein
7175,Protein
7176,Protein
7177,Protein
7178,Protein
7179,Protein
7180,Protein
7181,Protein
7182,Protein
7183,Protein
7184,Protein
7185,Protein
7186,Protein
7187,Protein
7188,Protein
7189,Protein
7190,Protein
7191,Protein
7192,Protein
7193,Protein
7194,Protein
7195,Protein
7196,Protein
7197,Protein
7198,Protein
7199,Protein
7200,Protein
7201,Protein
7202,Protein
7203,Protein
7204,Protein
7205,Protein
7206,Protein
7207,Protein
7208,Protein
7209,Protein
7210,Protein
7211,Protein
7212,Protein
7213,Protein
7214,Protein
7215,Protein
7216,Protein
7217,Protein
7218,Protein
7219,Protein
7220,Protein
7221,Protein
7222,Protein
7223,Protein
7224,Protein
7225,Protein
7226,Protein
7227,Protein
7228,Protein
7229,Protein
7230,Protein
7231,Protein
7232,Protein
7233,Protein
7234,Protein
7235,Protein
7236,Protein
7237,Protein
7238,Protein
7239,Protein
7240,Protein
7241,Protein
7242,Protein
7243,Protein
7244,Protein
7245,Protein
7246,Protein
7247,Protein
7248,Protein
7249,Protein
7250,Protein
7251,Protein
7252,Protein
7253,Protein
7254,Protein
7255,Protein
7256,Protein
7257,Protein
7258,Protein
7259,Protein
7260,Protein
7261,Protein
7262,Protein
7263,Protein
7264,Protein
7265,Protein
7266,Protein
7267,Protein
7268,Protein
7269,Protein
7270,Protein
7271,Protein
7272,Protein
7273,Protein
7274,Protein
7275,Protein
7276,Protein
7277,Protein
7278,Protein
7279,Protein
7280,Protein
7281,Protein
7282,Protein
7283,Protein
7284,Protein
7285,Protein
7286,Protein
7287,Protein
7288,Protein
7289,Protein
7290,Protein
7291,Protein
7292,Protein
7293,Protein
7294,Protein
7295,Protein
7296,Protein
7297,Protein
7298,Protein
7299,Protein
7300,Protein
7301,Protein
7302,Protein
7303,Protein
7304,Protein
7305,Protein
7306,Protein
7307,Protein
7308,Protein
7309,Protein
7310,Protein
7311,Protein
7312,Protein
7313,Protein
7314,Protein
7315,Protein
7316,Protein
7317,Protein
7318,Protein
7319,Protein
7320,Protein
7321,Protein
7322,Protein
7323,Protein
7324,Protein
7325,Protein
7326,Protein
7327,Protein
7328,Protein
7329,Protein
7330,Protein
7331,Protein
7332,Protein
7333,Protein
7334,Protein
7335,Protein
7336,Protein
7337,Protein
7338,Protein
7339,Protein
7340,Protein
7341,Protein
7342,Protein
7343,Protein
7344,Protein
7345,Protein
7346,Protein
7347,Protein
7348,Protein
7349,Protein
7350,Protein
7351,Protein
7352,Protein
7353,Protein
7354,Protein
7355,Protein
7356,Protein
7357,Protein
7358,Protein
7359,Protein
7360,Protein
7361,Protein
7362,Protein
7363,Protein
7364,Protein
7365,Protein
7366,Protein
7367,Protein
7368,Protein
7369,Protein
7370,Protein
7371,Protein
7372,Protein
7373,Protein
7374,Protein
7375,Protein
7376,Protein
7377,Protein
7378,Protein
7379,Protein
7380,Protein
7381,Protein
7382,Protein
7383,Protein
7384,Protein
7385,Protein
7386,Protein
7387,Protein
7388,Protein
7389,Protein
7390,Protein
7391,Protein
7392,Protein
7393,Protein
7394,Protein
7395,Protein
7396,Protein
7397,Protein
7398,Protein
7399,Protein
7400,Protein
7401,Protein
7402,Protein
7403,Protein
7404,Protein
7405,Protein
7406,Protein
7407,Protein
7408,Protein
7409,Protein
7410,Protein
7411,Protein
7412,Protein
7413,Protein
7414,Protein
7415,Protein
7416,Protein
7417,Protein
7418,Protein
7419,Protein
7420,Protein
7421,Protein
7422,Protein
7423,Protein
7424,Protein
7425,Protein
7426,Protein
7427,Protein
7428,Protein
7429,Protein
7430,Protein
7431,Protein
7432,Protein
7433,Protein
7434,Protein
7435,Protein
7436,Protein
7437,Protein
7438,Protein
7439,Protein
7440,Protein
7441,Protein
7442,Protein
7443,Protein
7444,Protein
7445,Protein
7446,Protein
7447,Protein
7448,Protein
7449,Protein
7450,Protein
7451,Protein
7452,Protein
7453,Protein
7454,Protein
7455,Protein
7456,Protein
7457,Protein
7458,Protein
7459,Protein
7460,Protein
7461,Protein
7462,Protein
7463,Protein
7464,Protein
7465,Protein
7466,Protein
7467,Protein
7468,Protein
7469,Protein
7470,Protein
7471,Protein
7472,Protein
7473,Protein
7474,Protein
7475,Protein
7476,Protein
7477,Protein
7478,Protein
7479,Protein
7480,Protein
7481,Protein
7482,Protein
7483,Protein
7484,Protein
7485,Protein
7486,Protein
7487,Protein
7488,Protein
7489,Protein
7490,Protein
7491,Protein
7492,Protein
7493,Protein
7494,Protein
7495,Protein
7496,Protein
7497,Protein
7498,Protein
7499,Protein
7500,Protein
7501,Protein
7502,Protein
7503,Protein
7504,Protein
7505,Protein
7506,Protein
7507,Protein
7508,Protein
7509,Protein
7510,Protein
7511,Protein
7512,Protein
7513,Protein
7514,Protein
7515,Protein
7516,Protein
7517,Protein
7518,Protein
7519,Protein
7520,Protein
7521,Protein
7522,Protein
7523,Protein
7524,Protein
7525,Protein
7526,Protein
7527,Protein
7528,Protein
7529,Protein
7530,Protein
7531,Protein
7532,Protein
7533,Protein
7534,Protein
7535,Protein
7536,Protein
7537,Protein
7538,Protein
7539,Protein
7540,Protein
7541,Protein
7542,Protein
7543,Protein
7544,Protein
7545,Protein
7546,Protein
7547,Protein
7548,Protein
7549,Protein
7550,Protein
7551,Protein
7552,Protein
7553,Protein
7554,Protein
7555,Protein
7556,Protein
7557,Protein
7558,Protein
7559,Protein
7560,Protein
7561,Protein
7562,Protein
7563,Protein
7564,Protein
7565,Protein
7566,Protein
7567,Protein
7568,Protein
7569,Protein
7570,Protein
7571,Protein
7572,Protein
7573,Protein
7574,Protein
7575,Protein
7576,Protein
7577,Protein
7578,Protein
7579,Protein
7580,Protein
7581,Protein
7582,Protein
7583,Protein
7584,Protein
7585,Protein
7586,Protein
7587,Protein
7588,Protein
7589,Protein
7590,Protein
7591,Protein
7592,Protein
7593,Protein
7594,Protein
7595,Protein
7596,Protein
7597,Protein
7598,Protein
7599,Protein
7600,Protein
7601,Protein
7602,Protein
7603,Protein
7604,Protein
7605,Protein
7606,Protein
7607,Protein
7608,Protein
7609,Protein
7610,Protein
7611,Protein
7612,Protein
7613,Protein
7614,Protein
7615,Protein
7616,Protein
7617,Protein
7618,Protein
7619,Protein
7620,Protein
7621,Protein
7622,Protein
7623,Protein
7624,Protein
7625,Protein
7626,Protein
7627,Protein
7628,Protein
7629,Protein
7630,Protein
7631,Protein
7632,Protein
7633,Protein
7634,Protein
7635,Protein
7636,Protein
7637,Protein
7638,Protein
7639,Protein
7640,Protein
7641,Protein
7642,Protein
7643,Protein
7644,Protein
7645,Protein
7646,Protein
7647,Protein
7648,Protein
7649,Protein
7650,Protein
7651,Protein
7652,Protein
7653,Protein
7654,Protein
7655,Protein
7656,Protein
7657,Protein
7658,Protein
7659,Protein
7660,Protein
7661,Protein
7662,Protein
7663,Protein
7664,Protein
7665,Protein
7666,Protein
7667,Protein
7668,Protein
7669,Protein
7670,Protein
7671,Protein
7672,Protein
7673,Protein
7674,Protein
7675,Protein
7676,Protein
7677,Protein
7678,Protein
7679,Protein
7680,Protein
7681,Protein
7682,Protein
7683,Protein
7684,Protein
7685,Protein
7686,Protein
7687,Protein
7688,Protein
7689,Protein
7690,Protein
7691,Protein
7692,Protein
7693,Protein
7694,Protein
7695,Protein
7696,Protein
7697,Protein
7698,Protein
7699,Protein
7700,Protein
7701,Protein
7702,Protein
7703,Protein
7704,Protein
7705,Protein
7706,Protein
7707,Protein
7708,Protein
7709,Protein
7710,Protein
7711,Protein
7712,Protein
7713,Protein
7714,Protein
7715,Protein
7716,Protein
7717,Protein
7718,Protein
7719,Protein
7720,Protein
7721,Protein
7722,Protein
7723,Protein
7724,Protein
7725,Protein
7726,Protein
7727,Protein
7728,Protein
7729,Protein
7730,Protein
7731,Protein
7732,Protein
7733,Protein
7734,Protein
7735,Protein
7736,Protein
7737,Protein
7738,Protein
7739,Protein
7740,Protein
7741,Protein
7742,Protein
7743,Protein
7744,Protein
7745,Protein
7746,Protein
7747,Protein
7748,Protein
7749,Protein
7750,Protein
7751,Protein
7752,Protein
7753,Protein
7754,Protein
7755,Protein
7756,Protein
7757,Protein
7758,Protein
7759,Protein
7760,Protein
7761,Protein
7762,Protein
7763,Protein
7764,Protein
7765,Protein
7766,Protein
7767,Protein
7768,Protein
7769,Protein
7770,Protein
7771,Protein
7772,Protein
7773,Protein
7774,Protein
7775,Protein
7776,Protein
7777,Protein
7778,Protein
7779,Protein
7780,Protein
7781,Protein
7782,Protein
7783,Protein
7784,Protein
7785,Protein
7786,Protein
7787,Protein
7788,Protein
7789,Protein
7790,Protein
7791,Protein
7792,Protein
7793,Protein
7794,Protein
7795,Protein
7796,Protein
7797,Protein
7798,Protein
7799,Protein
7800,Protein
7801,Protein
7802,Protein
7803,Protein
7804,Protein
7805,Protein
7806,Protein
7807,Protein
7808,Protein
7809,Protein
7810,Protein
7811,Protein
7812,Protein
7813,Protein
7814,Protein
7815,Protein
7816,Protein
7817,Protein
7818,Protein
7819,Protein
7820,Protein
7821,Protein
7822,Protein
7823,Protein
7824,Protein
7825,Protein
7826,Protein
7827,Protein
7828,Protein
7829,Protein
7830,Protein
7831,Protein
7832,Protein
7833,Protein
7834,Protein
7835,Protein
7836,Protein
7837,Protein
7838,Protein
7839,Protein
7840,Protein
7841,Protein
7842,Protein
7843,Protein
7844,Protein
7845,Protein
7846,Protein
7847,Protein
7848,Protein
7849,Protein
7850,Protein
7851,Protein
7852,Protein
7853,Protein
7854,Protein
7855,Protein
7856,Protein
7857,Protein
7858,Protein
7859,Protein
7860,Protein
7861,Protein
7862,Protein
7863,Protein
7864,Protein
7865,Protein
7866,Protein
7867,Protein
7868,Protein
7869,Protein
7870,Protein
7871,Protein
7872,Protein
7873,Protein
7874,Protein
7875,Protein
7876,Protein
7877,Protein
7878,Protein
7879,Protein
7880,Protein
7881,Protein
7882,Protein
7883,Protein
7884,Protein
7885,Protein
7886,Protein
7887,Protein
7888,Protein
7889,Protein
7890,Protein
7891,Protein
7892,Protein
7893,Protein
7894,Protein
7895,Protein
7896,Protein
7897,Protein
7898,Protein
7899,Protein
7900,Protein
7901,Protein
7902,Protein
7903,Protein
7904,Protein
7905,Protein
7906,Protein
7907,Protein
7908,Protein
7909,Protein
7910,Protein
7911,Protein
7912,Protein
7913,Protein
7914,Protein
7915,Protein
7916,Protein
7917,Protein
7918,Protein
7919,Protein
7920,Protein
7921,Protein
7922,Protein
7923,Protein
7924,Protein
7925,Protein
7926,Protein
7927,Protein
7928,Protein
7929,Protein
7930,Protein
7931,Protein
7932,Protein
7933,Protein
7934,Protein
7935,Protein
7936,Protein
7937,Protein
7938,Protein
7939,Protein
7940,Protein
7941,Protein
7942,Protein
7943,Protein
7944,Protein
7945,Protein
7946,Protein
7947,Protein
7948,Protein
7949,Protein
7950,Protein
7951,Protein
7952,Protein
7953,Protein
7954,Protein
7955,Protein
7956,Protein
7957,Protein
7958,Protein
7959,Protein
7960,Protein
7961,Protein
7962,Protein
7963,Protein
7964,Protein
7965,Protein
7966,Protein
7967,Protein
7968,Protein
7969,Protein
7970,Protein
7971,Protein
7972,Protein
7973,Protein
7974,Protein
7975,Protein
7976,Protein
7977,Protein
7978,Protein
7979,Protein
7980,Protein
7981,Protein
7982,Protein
7983,Protein
7984,Protein
7985,Protein
7986,Protein
7987,Protein
7988,Protein
7989,Protein
7990,Protein
7991,Protein
7992,Protein
7993,Protein
7994,Protein
7995,Protein
7996,Protein
7997,Protein
7998,Protein
7999,Protein
8000,Protein
8001,Protein
8002,Protein
8003,Protein
8004,Protein
8005,Protein
8006,Protein
8007,Protein
8008,Protein
8009,Protein
8010,Protein
8011,Protein
8012,Protein
8013,Protein
8014,Protein
8015,Protein
8016,Protein
8017,Protein
8018,Protein
8019,Protein
8020,Protein
8021,Protein
8022,Protein
8023,Protein
8024,Protein
8025,Protein
8026,Protein
8027,Protein
8028,Protein
8029,Protein
8030,Protein
8031,Protein
8032,Protein
8033,Protein
8034,Protein
8035,Protein
8036,Protein
8037,Protein
8038,Protein
8039,Protein
8040,Protein
8041,Protein
8042,Protein
8043,Protein
8044,Protein
8045,Protein
8046,Protein
8047,Protein
8048,Protein
8049,Protein
8050,Protein
8051,Protein
8052,Protein
8053,Protein
8054,Protein
8055,Protein
8056,Protein
8057,Protein
8058,Protein
8059,Protein
8060,Protein
8061,Protein
8062,Protein
8063,Protein
8064,Protein
8065,Protein
8066,Protein
8067,Protein
8068,Protein
8069,Protein
8070,Protein
8071,Protein
8072,Protein
8073,Protein
8074,Protein
8075,Protein
8076,Protein
8077,Protein
8078,Protein
8079,Protein
8080,Protein
8081,Protein
8082,Protein
8083,Protein
8084,Protein
8085,Protein
8086,Protein
8087,Protein
8088,Protein
8089,Protein
8090,Protein
8091,Protein
8092,Protein
8093,Protein
8094,Protein
8095,Protein
8096,Protein
8097,Protein
8098,Protein
8099,Protein
8100,Protein
