neo4j_id,type
10960,Protein
10961,Protein
10962,Protein
10963,Protein
10964,Protein
10965,Protein
10966,Protein
10967,Protein
10968,Protein
10969,Protein
10970,Protein
10971,Protein
10972,Protein
10973,Protein
10974,Protein
10975,Protein
10976,Protein
10977,Protein
10978,Protein
10979,Protein
10980,Protein
10981,Protein
10982,Protein
10983,Protein
10984,Protein
10985,Protein
10986,Protein
10987,Protein
10988,Protein
10989,Protein
10990,Protein
10991,Protein
10992,Protein
10993,Protein
10994,Protein
10995,Protein
10996,Protein
10997,Protein
10998,Protein
10999,Protein
11000,Protein
11001,Protein
11002,Protein
11003,Protein
11004,Protein
11005,Protein
11006,Protein
11007,Protein
11008,Protein
11009,Protein
11010,Protein
11011,Protein
11012,Protein
11013,Protein
11014,Protein
11015,Protein
11016,Protein
11017,Protein
11018,Protein
11019,Protein
11020,Protein
11021,Protein
11022,Protein
11023,Protein
11024,Protein
11025,Protein
11026,Protein
11027,Protein
11028,Protein
11029,Protein
11030,Protein
11031,Protein
11032,Protein
11033,Protein
11034,Protein
11035,Protein
11036,Protein
11037,Protein
11038,Protein
11039,Protein
11040,Protein
11041,Protein
11042,Protein
11043,Protein
11044,Protein
11045,Protein
11046,Protein
11047,Protein
11048,Protein
11049,Protein
11050,Protein
11051,Protein
11052,Protein
11053,Protein
11054,Protein
11055,Protein
11056,Protein
11057,Protein
11058,Protein
11059,Protein
11060,Protein
11061,Protein
11062,Protein
11063,Protein
11064,Protein
11065,Protein
11066,Protein
11067,Protein
11068,Protein
11069,Protein
11070,Protein
11071,Protein
11072,Protein
11073,Protein
11074,Protein
11075,Protein
11076,Protein
11077,Protein
11078,Protein
11079,Protein
11080,Protein
11081,Protein
11082,Protein
11083,Protein
11084,Protein
11085,Protein
11086,Protein
11087,Protein
11088,Protein
11089,Protein
11090,Protein
11091,Protein
11092,Protein
11093,Protein
11094,Protein
11095,Protein
11096,Protein
11097,Protein
11098,Protein
11099,Protein
11100,Protein
11101,Protein
11102,Protein
11103,Protein
11104,Protein
11105,Protein
11106,Protein
11107,Protein
11108,Protein
11109,Protein
11110,Protein
11111,Protein
11112,Protein
11113,Protein
11114,Protein
11115,Protein
11116,Protein
11117,Protein
11118,Protein
11119,Protein
11120,Protein
11121,Protein
11122,Protein
11123,Protein
11124,Protein
11125,Protein
11126,Protein
11127,Protein
11128,Protein
11129,Protein
11130,Protein
11131,Protein
11132,Protein
11133,Protein
11134,Protein
11135,Protein
11136,Protein
11137,Protein
11138,Protein
11139,Protein
11140,Protein
11141,Protein
11142,Protein
11143,Protein
11144,Protein
11145,Protein
11146,Protein
11147,Protein
11148,Protein
11149,Protein
11150,Protein
11151,Protein
11152,Protein
11153,Protein
11154,Protein
11155,Protein
11156,Protein
11157,Protein
11158,Protein
11159,Protein
11160,Protein
11161,Protein
11162,Protein
11163,Protein
11164,Protein
11165,Protein
11166,Protein
11167,Protein
11168,Protein
11169,Protein
11170,Protein
11171,Protein
11172,Protein
11173,Protein
11174,Protein
11175,Protein
11176,Protein
11177,Protein
11178,Protein
11179,Protein
11180,Protein
11181,Protein
11182,Protein
11183,Protein
11184,Protein
11185,Protein
11186,Protein
11187,Protein
11188,Protein
11189,Protein
11190,Protein
11191,Protein
11192,Protein
11193,Protein
11194,Protein
11195,Protein
11196,Protein
11197,Protein
11198,Protein
11199,Protein
11200,Protein
11201,Protein
11202,Protein
11203,Protein
11204,Protein
11205,Protein
11206,Protein
11207,Protein
11208,Protein
11209,Protein
11210,Protein
11211,Protein
11212,Protein
11213,Protein
11214,Protein
11215,Protein
11216,Protein
11217,Protein
11218,Protein
11219,Protein
11220,Protein
11221,Protein
11222,Protein
11223,Protein
11224,Protein
11225,Protein
11226,Protein
11227,Protein
11228,Protein
11229,Protein
11230,Protein
11231,Protein
11232,Protein
11233,Protein
11234,Protein
11235,Protein
11236,Protein
11237,Protein
11238,Protein
11239,Protein
11240,Protein
11241,Protein
11242,Protein
11243,Protein
11244,Protein
11245,Protein
11246,Protein
11247,Protein
11248,Protein
11249,Protein
11250,Protein
11251,Protein
11252,Protein
11253,Protein
11254,Protein
11255,Protein
11256,Protein
11257,Protein
11258,Protein
11259,Protein
11260,Protein
11261,Protein
11262,Protein
11263,Protein
11264,Protein
11265,Protein
11266,Protein
11267,Protein
11268,Protein
11269,Protein
11270,Protein
11271,Protein
11272,Protein
11273,Protein
11274,Protein
11275,Protein
11276,Protein
11277,Protein
11278,Protein
11279,Protein
11280,Protein
11281,Protein
11282,Protein
11283,Protein
11284,Protein
11285,Protein
11286,Protein
11287,Protein
11288,Protein
11289,Protein
11290,Protein
11291,Protein
11292,Protein
11293,Protein
11294,Protein
11295,Protein
11296,Protein
11297,Protein
11298,Protein
11299,Protein
11300,Protein
11301,Protein
11302,Protein
11303,Protein
11304,Protein
11305,Protein
11306,Protein
11307,Protein
11308,Protein
11309,Protein
11310,Protein
11311,Protein
11312,Protein
11313,Protein
11314,Protein
11315,Protein
11316,Protein
11317,Protein
11318,Protein
11319,Protein
11320,Protein
11321,Protein
11322,Protein
11323,Protein
11324,Protein
11325,Protein
11326,Protein
11327,Protein
11328,Protein
11329,Protein
11330,Protein
11331,Protein
11332,Protein
11333,Protein
11334,Protein
11335,Protein
11336,Protein
11337,Protein
11338,Protein
11339,Protein
11340,Protein
11341,Protein
11342,Protein
11343,Protein
11344,Protein
11345,Protein
11346,Protein
11347,Protein
11348,Protein
11349,Protein
11350,Protein
11351,Protein
11352,Protein
11353,Protein
11354,Protein
11355,Protein
11356,Protein
11357,Protein
11358,Protein
11359,Protein
11360,Protein
11361,Protein
11362,Protein
11363,Protein
11364,Protein
11365,Protein
11366,Protein
11367,Protein
11368,Protein
11369,Protein
11370,Protein
11371,Protein
11372,Protein
11373,Protein
11374,Protein
11375,Protein
11376,Protein
11377,Protein
11378,Protein
11379,Protein
11380,Protein
11381,Protein
11382,Protein
11383,Protein
11384,Protein
11385,Protein
11386,Protein
11387,Protein
11388,Protein
11389,Protein
11390,Protein
11391,Protein
11392,Protein
11393,Protein
11394,Protein
11395,Protein
11396,Protein
11397,Protein
11398,Protein
11399,Protein
11400,Protein
11401,Protein
11402,Protein
11403,Protein
11404,Protein
11405,Protein
11406,Protein
11407,Protein
11408,Protein
11409,Protein
11410,Protein
11411,Protein
11412,Protein
11413,Protein
11414,Protein
11415,Protein
11416,Protein
11417,Protein
11418,Protein
11419,Protein
11420,Protein
11421,Protein
11422,Protein
11423,Protein
11424,Protein
11425,Protein
11426,Protein
11427,Protein
11428,Protein
11429,Protein
11430,Protein
11431,Protein
11432,Protein
11433,Protein
11434,Protein
11435,Protein
11436,Protein
11437,Protein
11438,Protein
11439,Protein
11440,Protein
11441,Protein
11442,Protein
11443,Protein
11444,Protein
11445,Protein
11446,Protein
11447,Protein
11448,Protein
11449,Protein
11450,Protein
11451,Protein
11452,Protein
11453,Protein
11454,Protein
11455,Protein
11456,Protein
11457,Protein
11458,Protein
11459,Protein
11460,Protein
11461,Protein
11462,Protein
11463,Protein
11464,Protein
11465,Protein
11466,Protein
11467,Protein
11468,Protein
11469,Protein
11470,Protein
11471,Protein
11472,Protein
11473,Protein
11474,Protein
11475,Protein
11476,Protein
11477,Protein
11478,Protein
11479,Protein
11480,Protein
11481,Protein
11482,Protein
11483,Protein
11484,Protein
11485,Protein
11486,Protein
11487,Protein
11488,Protein
11489,Protein
11490,Protein
11491,Protein
11492,Protein
11493,Protein
11494,Protein
11495,Protein
11496,Protein
11497,Protein
11498,Protein
11499,Protein
11500,Protein
11501,Protein
11502,Protein
11503,Protein
11504,Protein
11505,Protein
11506,Protein
11507,Protein
11508,Protein
11509,Protein
11510,Protein
11511,Protein
11512,Protein
11513,Protein
11514,Protein
11515,Protein
11516,Protein
11517,Protein
11518,Protein
11519,Protein
11520,Protein
11521,Protein
11522,Protein
11523,Protein
11524,Protein
11525,Protein
11526,Protein
11527,Protein
11528,Protein
11529,Protein
11530,Protein
11531,Protein
11532,Protein
11533,Protein
11534,Protein
11535,Protein
11536,Protein
11537,Protein
11538,Protein
11539,Protein
11540,Protein
11541,Protein
11542,Protein
11543,Protein
11544,Protein
11545,Protein
11546,Protein
11547,Protein
11548,Protein
11549,Protein
11550,Protein
11551,Protein
11552,Protein
11553,Protein
11554,Protein
11555,Protein
11556,Protein
11557,Protein
11558,Protein
11559,Protein
11560,Protein
11561,Protein
11562,Protein
11563,Protein
11564,Protein
11565,Protein
11566,Protein
11567,Protein
11568,Protein
11569,Protein
11570,Protein
11571,Protein
11572,Protein
11573,Protein
11574,Protein
11575,Protein
11576,Protein
11577,Protein
11578,Protein
11579,Protein
11580,Protein
11581,Protein
11582,Protein
11583,Protein
11584,Protein
11585,Protein
11586,Protein
11587,Protein
11588,Protein
11589,Protein
11590,Protein
11591,Protein
11592,Protein
11593,Protein
11594,Protein
11595,Protein
11596,Protein
11597,Protein
11598,Protein
11599,Protein
11600,Protein
11601,Protein
11602,Protein
11603,Protein
11604,Protein
11605,Protein
11606,Protein
11607,Protein
11608,Protein
11609,Protein
11610,Protein
11611,Protein
11612,Protein
11613,Protein
11614,Protein
11615,Protein
11616,Protein
11617,Protein
11618,Protein
11619,Protein
11620,Protein
11621,Protein
11622,Protein
11623,Protein
11624,Protein
11625,Protein
11626,Protein
11627,Protein
11628,Protein
11629,Protein
11630,Protein
11631,Protein
11632,Protein
11633,Protein
11634,Protein
11635,Protein
11636,Protein
11637,Protein
11638,Protein
11639,Protein
11640,Protein
11641,Protein
11642,Protein
11643,Protein
11644,Protein
11645,Protein
11646,Protein
11647,Protein
11648,Protein
11649,Protein
11650,Protein
11651,Protein
11652,Protein
11653,Protein
11654,Protein
11655,Protein
11656,Protein
11657,Protein
11658,Protein
11659,Protein
11660,Protein
11661,Protein
11662,Protein
11663,Protein
11664,Protein
11665,Protein
11666,Protein
11667,Protein
11668,Protein
11669,Protein
11670,Protein
11671,Protein
11672,Protein
11673,Protein
11674,Protein
11675,Protein
11676,Protein
11677,Protein
11678,Protein
11679,Protein
11680,Protein
11681,Protein
11682,Protein
11683,Protein
11684,Protein
11685,Protein
11686,Protein
11687,Protein
11688,Protein
11689,Protein
11690,Protein
11691,Protein
11692,Protein
11693,Protein
11694,Protein
11695,Protein
11696,Protein
11697,Protein
11698,Protein
11699,Protein
11700,Protein
11701,Protein
11702,Protein
11703,Protein
11704,Protein
11705,Protein
11706,Protein
11707,Protein
11708,Protein
11709,Protein
11710,Protein
11711,Protein
11712,Protein
11713,Protein
11714,Protein
11715,Protein
11716,Protein
11717,Protein
11718,Protein
11719,Protein
11720,Protein
11721,Protein
11722,Protein
11723,Protein
11724,Protein
11725,Protein
11726,Protein
11727,Protein
11728,Protein
11729,Protein
11730,Protein
11731,Protein
11732,Protein
11733,Protein
11734,Protein
11735,Protein
11736,Protein
11737,Protein
11738,Protein
11739,Protein
11740,Protein
11741,Protein
11742,Protein
11743,Protein
11744,Protein
11745,Protein
11746,Protein
11747,Protein
11748,Protein
11749,Protein
11750,Protein
11751,Protein
11752,Protein
11753,Protein
11754,Protein
11755,Protein
11756,Protein
11757,Protein
11758,Protein
11759,Protein
11760,Protein
11761,Protein
11762,Protein
11763,Protein
11764,Protein
11765,Protein
11766,Protein
11767,Protein
11768,Protein
11769,Protein
11770,Protein
11771,Protein
11772,Protein
11773,Protein
11774,Protein
11775,Protein
11776,Protein
11777,Protein
11778,Protein
11779,Protein
11780,Protein
11781,Protein
11782,Protein
11783,Protein
11784,Protein
11785,Protein
11786,Protein
11787,Protein
11788,Protein
11789,Protein
11790,Protein
11791,Protein
11792,Protein
11793,Protein
11794,Protein
11795,Protein
11796,Protein
11797,Protein
11798,Protein
11799,Protein
11800,Protein
11801,Protein
11802,Protein
11803,Protein
11804,Protein
11805,Protein
11806,Protein
11807,Protein
11808,Protein
11809,Protein
11810,Protein
11811,Protein
11812,Protein
11813,Protein
11814,Protein
11815,Protein
11816,Protein
11817,Protein
11818,Protein
11819,Protein
11820,Protein
11821,Protein
11822,Protein
11823,Protein
11824,Protein
11825,Protein
11826,Protein
11827,Protein
11828,Protein
11829,Protein
11830,Protein
11831,Protein
11832,Protein
11833,Protein
11834,Protein
11835,Protein
11836,Protein
11837,Protein
11838,Protein
11839,Protein
11840,Protein
11841,Protein
11842,Protein
11843,Protein
11844,Protein
11845,Protein
11846,Protein
11847,Protein
11848,Protein
11849,Protein
11850,Protein
11851,Protein
11852,Protein
11853,Protein
11854,Protein
11855,Protein
11856,Protein
11857,Protein
11858,Protein
11859,Protein
11860,Protein
11861,Protein
11862,Protein
11863,Protein
11864,Protein
11865,Protein
11866,Protein
11867,Protein
11868,Protein
11869,Protein
11870,Protein
11871,Protein
11872,Protein
11873,Protein
11874,Protein
11875,Protein
11876,Protein
11877,Protein
11878,Protein
11879,Protein
11880,Protein
11881,Protein
11882,Protein
11883,Protein
11884,Protein
11885,Protein
11886,Protein
11887,Protein
11888,Protein
11889,Protein
11890,Protein
11891,Protein
11892,Protein
11893,Protein
11894,Protein
11895,Protein
11896,Protein
11897,Protein
11898,Protein
11899,Protein
11900,Protein
11901,Protein
11902,Protein
11903,Protein
11904,Protein
11905,Protein
11906,Protein
11907,Protein
11908,Protein
11909,Protein
11910,Protein
11911,Protein
11912,Protein
11913,Protein
11914,Protein
11915,Protein
11916,Protein
11917,Protein
11918,Protein
11919,Protein
11920,Protein
11921,Protein
11922,Protein
11923,Protein
11924,Protein
11925,Protein
11926,Protein
11927,Protein
11928,Protein
11929,Protein
11930,Protein
11931,Protein
11932,Protein
11933,Protein
11934,Protein
11935,Protein
11936,Protein
11937,Protein
11938,Protein
11939,Protein
11940,Protein
11941,Protein
11942,Protein
11943,Protein
11944,Protein
11945,Protein
11946,Protein
11947,Protein
11948,Protein
11949,Protein
11950,Protein
11951,Protein
11952,Protein
11953,Protein
11954,Protein
11955,Protein
11956,Protein
11957,Protein
11958,Protein
11959,Protein
11960,Protein
11961,Protein
11962,Protein
11963,Protein
11964,Protein
11965,Protein
11966,Protein
11967,Protein
11968,Protein
11969,Protein
11970,Protein
11971,Protein
11972,Protein
11973,Protein
11974,Protein
11975,Protein
11976,Protein
11977,Protein
11978,Protein
11979,Protein
11980,Protein
11981,Protein
11982,Protein
11983,Protein
11984,Protein
11985,Protein
11986,Protein
11987,Protein
11988,Protein
11989,Protein
11990,Protein
11991,Protein
11992,Protein
11993,Protein
11994,Protein
11995,Protein
11996,Protein
11997,Protein
11998,Protein
11999,Protein
12000,Protein
12001,Protein
12002,Protein
12003,Protein
12004,Protein
12005,Protein
12006,Protein
12007,Protein
12008,Protein
12009,Protein
12010,Protein
12011,Protein
12012,Protein
12013,Protein
12014,Protein
12015,Protein
12016,Protein
12017,Protein
12018,Protein
12019,Protein
12020,Protein
12021,Protein
12022,Protein
12023,Protein
12024,Protein
12025,Protein
12026,Protein
12027,Protein
12028,Protein
12029,Protein
12030,Protein
12031,Protein
12032,Protein
12033,Protein
12034,Protein
12035,Protein
12036,Protein
12037,Protein
12038,Protein
12039,Protein
12040,Protein
12041,Protein
12042,Protein
12043,Protein
12044,Protein
12045,Protein
12046,Protein
12047,Protein
12048,Protein
12049,Protein
12050,Protein
12051,Protein
12052,Protein
12053,Protein
12054,Protein
12055,Protein
12056,Protein
12057,Protein
12058,Protein
12059,Protein
12060,Protein
12061,Protein
12062,Protein
12063,Protein
12064,Protein
12065,Protein
12066,Protein
12067,Protein
12068,Protein
12069,Protein
12070,Protein
12071,Protein
12072,Protein
12073,Protein
12074,Protein
12075,Protein
12076,Protein
12077,Protein
12078,Protein
12079,Protein
12080,Protein
12081,Protein
12082,Protein
12083,Protein
12084,Protein
12085,Protein
12086,Protein
12087,Protein
12088,Protein
12089,Protein
12090,Protein
12091,Protein
12092,Protein
12093,Protein
12094,Protein
12095,Protein
12096,Protein
12097,Protein
12098,Protein
12099,Protein
12100,Protein
12101,Protein
12102,Protein
12103,Protein
12104,Protein
12105,Protein
12106,Protein
12107,Protein
12108,Protein
12109,Protein
12110,Protein
12111,Protein
12112,Protein
12113,Protein
12114,Protein
12115,Protein
12116,Protein
12117,Protein
12118,Protein
12119,Protein
12120,Protein
12121,Protein
12122,Protein
12123,Protein
12124,Protein
12125,Protein
12126,Protein
12127,Protein
12128,Protein
12129,Protein
12130,Protein
12131,Protein
12132,Protein
12133,Protein
12134,Protein
12135,Protein
12136,Protein
12137,Protein
12138,Protein
12139,Protein
12140,Protein
12141,Protein
12142,Protein
12143,Protein
12144,Protein
12145,Protein
12146,Protein
12147,Protein
12148,Protein
12149,Protein
12150,Protein
12151,Protein
12152,Protein
12153,Protein
12154,Protein
12155,Protein
12156,Protein
12157,Protein
12158,Protein
12159,Protein
12160,Protein
12161,Protein
12162,Protein
12163,Protein
12164,Protein
12165,Protein
12166,Protein
12167,Protein
12168,Protein
12169,Protein
12170,Protein
12171,Protein
12172,Protein
12173,Protein
12174,Protein
12175,Protein
12176,Protein
12177,Protein
12178,Protein
12179,Protein
12180,Protein
12181,Protein
12182,Protein
12183,Protein
12184,Protein
12185,Protein
12186,Protein
12187,Protein
12188,Protein
12189,Protein
12190,Protein
12191,Protein
12192,Protein
12193,Protein
12194,Protein
12195,Protein
12196,Protein
12197,Protein
12198,Protein
12199,Protein
12200,Protein
12201,Protein
12202,Protein
12203,Protein
12204,Protein
12205,Protein
12206,Protein
12207,Protein
12208,Protein
12209,Protein
12210,Protein
12211,Protein
12212,Protein
12213,Protein
12214,Protein
12215,Protein
12216,Protein
12217,Protein
12218,Protein
12219,Protein
12220,Protein
12221,Protein
12222,Protein
12223,Protein
12224,Protein
12225,Protein
12226,Protein
12227,Protein
12228,Protein
12229,Protein
12230,Protein
12231,Protein
12232,Protein
12233,Protein
12234,Protein
12235,Protein
12236,Protein
12237,Protein
12238,Protein
12239,Protein
12240,Protein
12241,Protein
12242,Protein
12243,Protein
12244,Protein
12245,Protein
12246,Protein
12247,Protein
12248,Protein
12249,Protein
12250,Protein
12251,Protein
12252,Protein
12253,Protein
12254,Protein
12255,Protein
12256,Protein
12257,Protein
12258,Protein
12259,Protein
12260,Protein
12261,Protein
12262,Protein
12263,Protein
12264,Protein
12265,Protein
12266,Protein
12267,Protein
12268,Protein
12269,Protein
12270,Protein
12271,Protein
12272,Protein
12273,Protein
12274,Protein
12275,Protein
12276,Protein
12277,Protein
12278,Protein
12279,Protein
12280,Protein
12281,Protein
12282,Protein
12283,Protein
12284,Protein
12285,Protein
12286,Protein
12287,Protein
12288,Protein
12289,Protein
12290,Protein
12291,Protein
12292,Protein
12293,Protein
12294,Protein
12295,Protein
12296,Protein
12297,Protein
12298,Protein
12299,Protein
12300,Protein
12301,Protein
12302,Protein
12303,Protein
12304,Protein
12305,Protein
12306,Protein
12307,Protein
12308,Protein
12309,Protein
12310,Protein
12311,Protein
12312,Protein
12313,Protein
12314,Protein
12315,Protein
12316,Protein
12317,Protein
12318,Protein
12319,Protein
12320,Protein
12321,Protein
12322,Protein
12323,Protein
12324,Protein
12325,Protein
12326,Protein
12327,Protein
12328,Protein
12329,Protein
12330,Protein
12331,Protein
12332,Protein
12333,Protein
12334,Protein
12335,Protein
12336,Protein
12337,Protein
12338,Protein
12339,Protein
12340,Protein
12341,Protein
12342,Protein
12343,Protein
12344,Protein
12345,Protein
12346,Protein
12347,Protein
12348,Protein
12349,Protein
12350,Protein
12351,Protein
12352,Protein
12353,Protein
12354,Protein
12355,Protein
12356,Protein
12357,Protein
12358,Protein
12359,Protein
12360,Protein
12361,Protein
12362,Protein
12363,Protein
12364,Protein
12365,Protein
12366,Protein
12367,Protein
12368,Protein
12369,Protein
12370,Protein
12371,Protein
12372,Protein
12373,Protein
12374,Protein
12375,Protein
12376,Protein
12377,Protein
12378,Protein
12379,Protein
12380,Protein
12381,Protein
12382,Protein
12383,Protein
12384,Protein
12385,Protein
12386,Protein
12387,Protein
12388,Protein
12389,Protein
12390,Protein
12391,Protein
12392,Protein
12393,Protein
12394,Protein
12395,Protein
12396,Protein
12397,Protein
12398,Protein
12399,Protein
12400,Protein
12401,Protein
12402,Protein
12403,Protein
12404,Protein
12405,Protein
12406,Protein
12407,Protein
12408,Protein
12409,Protein
12410,Protein
12411,Protein
12412,Protein
12413,Protein
12414,Protein
12415,Protein
12416,Protein
12417,Protein
12418,Protein
12419,Protein
12420,Protein
12421,Protein
12422,Protein
12423,Protein
12424,Protein
12425,Protein
12426,Protein
12427,Protein
12428,Protein
12429,Protein
12430,Protein
12431,Protein
12432,Protein
12433,Protein
12434,Protein
12435,Protein
12436,Protein
12437,Protein
12438,Protein
12439,Protein
12440,Protein
12441,Protein
12442,Protein
12443,Protein
12444,Protein
12445,Protein
12446,Protein
12447,Protein
12448,Protein
12449,Protein
12450,Protein
12451,Protein
12452,Protein
12453,Protein
12454,Protein
12455,Protein
12456,Protein
12457,Protein
12458,Protein
12459,Protein
12460,Protein
12461,Protein
12462,Protein
12463,Protein
12464,Protein
12465,Protein
12466,Protein
12467,Protein
12468,Protein
12469,Protein
12470,Protein
12471,Protein
12472,Protein
12473,Protein
12474,Protein
12475,Protein
12476,Protein
12477,Protein
12478,Protein
12479,Protein
12480,Protein
12481,Protein
12482,Protein
12483,Protein
12484,Protein
12485,Protein
12486,Protein
12487,Protein
12488,Protein
12489,Protein
12490,Protein
12491,Protein
12492,Protein
12493,Protein
12494,Protein
12495,Protein
12496,Protein
12497,Protein
12498,Protein
12499,Protein
12500,Protein
12501,Protein
12502,Protein
12503,Protein
12504,Protein
12505,Protein
12506,Protein
12507,Protein
12508,Protein
12509,Protein
12510,Protein
12511,Protein
12512,Protein
12513,Protein
12514,Protein
12515,Protein
12516,Protein
12517,Protein
12518,Protein
12519,Protein
12520,Protein
12521,Protein
12522,Protein
12523,Protein
12524,Protein
12525,Protein
12526,Protein
12527,Protein
12528,Protein
12529,Protein
12530,Protein
12531,Protein
12532,Protein
12533,Protein
12534,Protein
12535,Protein
12536,Protein
12537,Protein
12538,Protein
12539,Protein
12540,Protein
12541,Protein
12542,Protein
12543,Protein
12544,Protein
12545,Protein
12546,Protein
12547,Protein
12548,Protein
12549,Protein
12550,Protein
12551,Protein
12552,Protein
12553,Protein
12554,Protein
12555,Protein
12556,Protein
12557,Protein
12558,Protein
12559,Protein
12560,Protein
12561,Protein
12562,Protein
12563,Protein
12564,Protein
12565,Protein
12566,Protein
12567,Protein
12568,Protein
12569,Protein
12570,Protein
12571,Protein
12572,Protein
12573,Protein
12574,Protein
12575,Protein
12576,Protein
12577,Protein
12578,Protein
12579,Protein
12580,Protein
12581,Protein
12582,Protein
12583,Protein
12584,Protein
12585,Protein
12586,Protein
12587,Protein
12588,Protein
12589,Protein
12590,Protein
12591,Protein
12592,Protein
12593,Protein
12594,Protein
12595,Protein
12596,Protein
12597,Protein
12598,Protein
12599,Protein
12600,Protein
12601,Protein
12602,Protein
12603,Protein
12604,Protein
12605,Protein
12606,Protein
12607,Protein
12608,Protein
12609,Protein
12610,Protein
12611,Protein
12612,Protein
12613,Protein
12614,Protein
12615,Protein
12616,Protein
12617,Protein
12618,Protein
12619,Protein
12620,Protein
12621,Protein
12622,Protein
12623,Protein
12624,Protein
12625,Protein
12626,Protein
12627,Protein
12628,Protein
12629,Protein
12630,Protein
12631,Protein
12632,Protein
12633,Protein
12634,Protein
12635,Protein
12636,Protein
12637,Protein
12638,Protein
12639,Protein
12640,Protein
12641,Protein
12642,Protein
12643,Protein
12644,Protein
12645,Protein
12646,Protein
12647,Protein
12648,Protein
12649,Protein
12650,Protein
12651,Protein
12652,Protein
12653,Protein
12654,Protein
12655,Protein
12656,Protein
12657,Protein
12658,Protein
12659,Protein
12660,Protein
12661,Protein
12662,Protein
12663,Protein
12664,Protein
12665,Protein
12666,Protein
12667,Protein
12668,Protein
12669,Protein
12670,Protein
12671,Protein
12672,Protein
12673,Protein
12674,Protein
12675,Protein
12676,Protein
12677,Protein
12678,Protein
12679,Protein
12680,Protein
12681,Protein
12682,Protein
12683,Protein
12684,Protein
12685,Protein
12686,Protein
12687,Protein
12688,Protein
12689,Protein
12690,Protein
12691,Protein
12692,Protein
12693,Protein
12694,Protein
12695,Protein
12696,Protein
12697,Protein
12698,Protein
12699,Protein
12700,Protein
12701,Protein
12702,Protein
12703,Protein
12704,Protein
12705,Protein
12706,Protein
12707,Protein
12708,Protein
12709,Protein
12710,Protein
12711,Protein
12712,Protein
12713,Protein
12714,Protein
12715,Protein
12716,Protein
12717,Protein
12718,Protein
12719,Protein
12720,Protein
12721,Protein
12722,Protein
12723,Protein
12724,Protein
12725,Protein
12726,Protein
12727,Protein
12728,Protein
12729,Protein
12730,Protein
12731,Protein
12732,Protein
12733,Protein
12734,Protein
12735,Protein
12736,Protein
12737,Protein
12738,Protein
12739,Protein
12740,Protein
12741,Protein
12742,Protein
12743,Protein
12744,Protein
12745,Protein
12746,Protein
12747,Protein
12748,Protein
12749,Protein
12750,Protein
12751,Protein
12752,Protein
12753,Protein
12754,Protein
12755,Protein
12756,Protein
12757,Protein
12758,Protein
12759,Protein
12760,Protein
12761,Protein
12762,Protein
12763,Protein
12764,Protein
12765,Protein
12766,Protein
12767,Protein
12768,Protein
12769,Protein
12770,Protein
12771,Protein
12772,Protein
12773,Protein
12774,Protein
12775,Protein
12776,Protein
12777,Protein
12778,Protein
12779,Protein
12780,Protein
12781,Protein
12782,Protein
12783,Protein
12784,Protein
12785,Protein
12786,Protein
12787,Protein
12788,Protein
12789,Protein
12790,Protein
12791,Protein
12792,Protein
12793,Protein
12794,Protein
12795,Protein
12796,Protein
12797,Protein
12798,Protein
12799,Protein
12800,Protein
12801,Protein
12802,Protein
12803,Protein
12804,Protein
12805,Protein
12806,Protein
12807,Protein
12808,Protein
12809,Protein
12810,Protein
12811,Protein
12812,Protein
12813,Protein
12814,Protein
12815,Protein
12816,Protein
12817,Protein
12818,Protein
12819,Protein
12820,Protein
12821,Protein
12822,Protein
12823,Protein
12824,Protein
12825,Protein
12826,Protein
12827,Protein
12828,Protein
12829,Protein
12830,Protein
12831,Protein
12832,Protein
12833,Protein
12834,Protein
12835,Protein
12836,Protein
12837,Protein
12838,Protein
12839,Protein
12840,Protein
12841,Protein
12842,Protein
12843,Protein
12844,Protein
12845,Protein
12846,Protein
12847,Protein
12848,Protein
12849,Protein
12850,Protein
12851,Protein
12852,Protein
12853,Protein
12854,Protein
12855,Protein
12856,Protein
12857,Protein
12858,Protein
12859,Protein
12860,Protein
12861,Protein
12862,Protein
12863,Protein
12864,Protein
12865,Protein
12866,Protein
12867,Protein
12868,Protein
12869,Protein
12870,Protein
12871,Protein
12872,Protein
12873,Protein
12874,Protein
12875,Protein
12876,Protein
12877,Protein
12878,Protein
12879,Protein
12880,Protein
12881,Protein
12882,Protein
12883,Protein
12884,Protein
12885,Protein
12886,Protein
12887,Protein
12888,Protein
12889,Protein
12890,Protein
12891,Protein
12892,Protein
12893,Protein
12894,Protein
12895,Protein
12896,Protein
12897,Protein
12898,Protein
12899,Protein
12900,Protein
12901,Protein
12902,Protein
12903,Protein
12904,Protein
12905,Protein
12906,Protein
12907,Protein
12908,Protein
12909,Protein
12910,Protein
12911,Protein
12912,Protein
12913,Protein
12914,Protein
12915,Protein
12916,Protein
12917,Protein
12918,Protein
12919,Protein
12920,Protein
12921,Protein
12922,Protein
12923,Protein
12924,Protein
12925,Protein
12926,Protein
12927,Protein
12928,Protein
12929,Protein
12930,Protein
12931,Protein
12932,Protein
12933,Protein
12934,Protein
12935,Protein
12936,Protein
12937,Protein
12938,Protein
12939,Protein
12940,Protein
12941,Protein
12942,Protein
12943,Protein
12944,Protein
12945,Protein
12946,Protein
12947,Protein
12948,Protein
12949,Protein
12950,Protein
12951,Protein
12952,Protein
12953,Protein
12954,Protein
12955,Protein
12956,Protein
12957,Protein
